26927	27194
16706	95824
3132	20766
62521	42229
62521	74877
62521	65472
62521	25162
62521	19868
78194	37507
78194	48532
78194	33588
78194	42148
78194	71758
39430	88201
58457	105140
90175	43145
12442	16665
12442	38781
20848	87869
20848	80872
20848	29908
31337	96685
31337	15588
10315	65611
10315	3751
10315	20528
10315	35045
17458	87013
17458	61396
17458	65194
31573	52464
31573	22254
31573	64580
53317	28453
53317	28271
53317	77017
62117	63846
23724	93753
23724	46714
23724	95507
19593	48875
19593	27866
86632	64944
86632	79507
86632	25773
86632	19769
32399	81100
32399	28298
28766	50677
51383	59566
51383	98910
51383	101653
51383	25122
51383	70952
51383	73747
95807	57889
95807	31654
54849	94863
72352	19180
74591	11754
17050	79730
17050	78528
17050	84376
102335	37773
89650	1568
89650	57920
89650	104537
89650	102101
89650	73029
89650	17916
89650	24822
8464	16088
8464	9508
8464	76687
8464	6174
8464	62756
8464	105101
8464	59957
8464	1934
8464	61868
8464	36697
8464	29593
8464	93786
8464	4857
8464	48261
8464	93518
8464	58356
8464	102849
13992	601
13992	71648
13992	5650
65609	30884
65609	2748
65609	51993
65609	94586
88015	58649
88015	62809
92575	60860
101116	77652
99272	87772
61862	63669
61862	60561
61862	41894
61862	96763
61862	77346
45770	52868
45770	49344
45770	9914
45770	11567
45770	49154
21448	79242
21448	16757
21448	5824
92604	29802
22613	55924
22613	18364
25624	22572
25624	52754
25624	7496
25624	103415
25624	88674
25624	81411
25624	43882
50591	73549
50591	47631
33470	70305
33470	99726
33470	15258
27647	24323
27647	96146
27647	91801
102534	27144
4345	17276
59035	3133
82984	81565
82984	13256
91167	79441
91167	86001
91167	5504
7820	91079
7820	29260
7820	94653
59654	78696
16088	76687
16088	6174
16088	62756
16088	105101
16088	59957
16088	36697
16088	29593
16088	93786
16088	4857
16088	48261
16088	93518
16088	58356
16088	102849
1568	73029
1568	17916
49461	5752
49461	8971
72123	15106
72123	42782
72123	33905
72123	99850
72123	35381
72123	42794
72123	35027
72123	12318
72123	6833
72123	70579
72123	58367
73358	83559
73358	22793
9939	100237
98461	26893
98461	73190
77378	29241
74334	93842
74334	72404
74334	56909
14244	93030
8592	29385
8592	94204
39110	84223
39110	70650
39110	96339
18347	14574
58016	29554
71307	72745
71307	76202
23663	44733
23663	59605
23873	27590
23873	101517
13156	39556
13156	22133
105262	75226
59696	12112
59696	89050
69856	104442
19925	41777
19925	26648
19925	56911
19925	66030
19925	64795
19925	60017
40149	10409
40149	56271
40149	31603
96737	66725
44983	7158
44983	19198
53596	79382
53596	94161
53596	61778
53596	41997
53596	88150
53596	68313
53596	9974
80537	57104
80537	31986
80537	50151
80537	104672
80537	90841
80537	37458
80537	54751
80537	75442
80537	97068
80537	40616
80537	34232
894	98139
65781	95807
65781	57889
65781	31654
71946	48651
84558	27290
84558	22256
55708	100492
55708	42077
36072	25636
1472	72079
1472	79173
1472	100529
95365	52929
95365	69225
95365	67142
75004	37614
39161	26382
39161	32202
39161	28881
39161	15404
39161	16806
39161	105038
39161	45967
80566	90676
80566	33636
80566	22970
103610	47131
103610	73713
103610	104938
103610	18517
103610	22788
82817	76545
82817	23859
82817	5618
56516	26135
81439	32635
81439	17216
93893	16606
50767	35782
50767	53052
80463	43060
40759	42973
70305	99726
70305	15258
28137	59680
18520	28137
18520	6454
18520	59680
73666	23331
73666	99044
88396	82984
88396	81565
88396	16416
88396	13256
92253	104720
47311	100637
73213	99513
73213	97990
73213	47186
73213	83062
73213	45288
73213	86584
79108	79260
35883	27943
79670	27913
8692	45588
12674	64134
58866	41913
73703	25408
73703	20718
72414	58590
29202	69597
29202	36237
64067	26284
6325	1923
15113	1460
15113	4348
37984	8411
37984	71484
37984	100355
67821	32857
105667	82817
105667	67797
105667	64244
105667	76545
105667	74418
105667	23859
105667	5618
51880	54094
51880	87462
42219	70103
45116	100900
45116	72514
57949	40831
57949	70760
57949	39013
12581	44279
79941	17213
17740	71458
17740	60637
17740	84302
49927	7
30689	78136
30689	84701
30689	54576
41203	105358
41203	23243
67207	103194
13713	97313
34833	65021
26929	68664
26929	68108
26929	97476
26929	57713
26929	99886
26929	25771
95463	52540
50847	35426
53529	6618
94863	54849
101819	36453
101819	15017
101819	51933
78891	70021
26068	23325
26068	40846
26068	92370
74440	103016
74440	19558
74440	39174
74440	57869
74440	81219
10561	8328
10561	81874
10561	95547
10561	100224
53301	44279
53301	12581
96728	83937
96728	20527
96728	1910
4663	37335
4663	39778
81565	13256
81333	96198
81333	99233
60382	78389
96976	17595
31667	91957
75423	17885
75423	74364
75423	65292
41805	101520
41805	25703
41805	69278
54110	70373
54110	76716
54110	967
54110	40413
41065	15124
41065	100487
41065	95903
102148	44113
2450	30216
33279	80712
33279	78087
33279	27711
33279	89176
33279	51790
4692	6082
8290	903
8290	48613
65376	2450
65376	30216
44333	73636
3437	84811
4802	30938
14525	58435
52211	38708
10756	56804
17982	43535
24061	69174
24061	31183
24061	26013
24061	81477
24061	91375
24061	1998
30479	103720
30479	85390
30479	64942
30479	18813
87295	76313
92219	100572
92219	77842
92219	74436
23649	19826
56300	20913
99012	19189
9661	3601
9661	86080
9661	79639
9661	105628
9661	40198
9661	58601
9661	1486
9661	104929
9661	26194
9661	29396
9661	76293
9661	63500
9661	9094
9661	81260
9661	13779
9661	23680
9661	77963
9661	18388
9661	56179
9661	80410
57916	3474
57916	8329
24305	68202
24305	37643
18696	102856
104618	99497
21644	69596
103474	376
28830	7498
65013	10919
65013	81036
65013	92661
17525	90175
17525	43145
20603	84659
20603	32461
20603	47320
20603	72681
6110	87756
81974	33590
81974	36814
61874	58144
61874	13121
61874	69908
61874	25905
34068	91386
34068	102543
6704	55111
6704	102396
6704	78050
6704	88244
93052	99770
93052	84248
93052	76876
93052	39948
93052	101005
93052	94041
4237	50142
65408	63056
65408	83101
65408	53373
87212	32385
87212	21536
57542	104371
30232	105038
63178	37231
63178	5857
63178	68989
63178	74790
11216	25434
11216	49303
11216	72550
63036	23669
103140	98932
103140	80071
103140	17569
103140	17749
103140	23067
94824	32399
94824	81100
94824	28298
9763	31023
9763	33259
9763	47322
57216	83353
73700	5697
73700	102831
72978	28933
72978	57287
64689	55953
16558	40065
42229	74877
42229	25162
42229	19868
87837	56211
87837	69712
18785	88801
18785	63541
18785	62696
18785	53032
18785	64487
18785	9467
25208	80612
25208	87863
104683	103075
104683	82154
104683	94725
104683	52186
99790	77961
99790	84251
91187	94530
91187	38279
91187	11010
89872	24718
89872	23300
99881	7171
99881	6628
99881	25224
61233	86133
36315	31331
3369	5852
3369	2943
22900	87560
29903	658
83871	10407
83871	50169
42980	58091
42980	93083
45913	60624
45913	95898
45913	50076
2895	34481
2895	21797
62858	41410
62858	21176
62858	25449
62858	11130
62858	50010
62858	100515
62858	49224
47070	33624
86972	53495
100517	69563
41779	20559
105742	4768
105742	42521
105742	69093
24715	38571
60934	81155
60934	100694
60934	28194
60934	27117
2316	46704
78647	67635
78647	53093
78647	47518
78647	3614
78647	26586
103020	30710
103020	75364
103020	53439
26447	46543
54948	68411
13429	43021
16698	53902
46037	10332
98159	103479
98159	13536
98159	84660
21970	59365
57195	52220
57195	89821
57195	1595
57195	3674
57195	97046
57195	99580
3713	51143
39091	14082
39091	34741
39091	58742
39091	74095
39091	84047
17743	62108
17743	98609
105780	74870
105780	31129
105780	105213
105780	26742
94167	56192
94167	11305
94167	20920
23216	2296
23216	85953
20114	73225
20114	19148
20114	75459
49903	61246
49903	25874
36500	51852
63396	36277
63396	19858
74844	89975
74844	14284
74844	97830
74844	101465
74844	96342
74844	14523
74844	57857
74844	15051
74844	31299
74844	26520
74844	69352
96266	9283
54789	99607
54789	30469
54789	86852
54789	32739
67337	7598
70782	21816
70782	57115
70782	31656
70782	78896
22418	11708
22418	74612
22418	32623
22418	3324
22418	49827
67418	11310
67418	7019
67418	62234
67418	90570
67418	31085
67418	67532
67418	92921
57851	37136
57851	83701
45906	95995
45906	53541
89578	91676
89578	98658
89578	38226
53769	11113
33770	82794
67087	51555
63593	74532
63593	21229
63593	88059
77248	100453
77248	57359
77248	10039
5940	67546
73894	79752
73894	34266
67550	7914
67550	63615
54350	86984
668	105423
668	40792
54681	1600
54681	8807
54681	74850
16869	36190
16869	9045
54568	103730
54568	78722
54568	99234
78293	73354
78293	89124
78293	29416
78293	62865
19484	73566
19484	589
89439	94690
38249	32783
38249	44607
58954	70406
58954	22532
99506	4955
99506	102824
99506	58848
51644	67172
51644	64528
51644	80951
51644	38815
51644	28216
80761	78437
80761	10382
89070	82298
89070	70406
89070	22532
60610	88665
60610	23921
70488	36245
70488	39129
70488	62543
102753	62348
102753	15063
92974	38659
92974	63726
92974	74033
92974	98992
92974	46001
92974	95610
92974	37926
47308	8861
47308	75605
47308	8037
12445	77995
74786	81112
74786	47569
74786	63630
8209	84458
8209	102208
8209	78762
8209	83520
8209	58537
8209	21144
8209	24140
8209	22303
8209	47717
31487	1298
31487	66521
31487	83853
31487	19825
64510	96376
64510	45697
59433	71394
59433	67510
59433	76478
59433	50329
51701	81401
51701	13503
51701	92470
22739	59549
11070	45373
11070	84794
69303	18495
69303	27762
31816	11581
31816	28626
31816	100234
18090	1394
18090	70860
18090	65816
50809	50515
50809	49132
50809	62185
51182	87197
51182	105689
105570	2774
105570	36478
66361	86282
66361	77860
66361	60954
30538	51147
30538	71840
30538	30389
30538	24106
30538	35299
97008	88763
97008	57300
89301	37335
89301	59911
89301	58957
53090	44582
53090	6371
53090	101627
53090	81552
53090	71071
38138	85989
42853	13785
42853	28875
16459	34370
16459	19821
86046	2284
56211	28822
56211	37335
33651	4529
33651	75470
33651	48134
34964	47522
34964	95755
71620	85524
41730	59260
41730	12456
41730	32848
41730	51107
41730	88035
41730	25194
22255	96827
22255	10854
22255	22812
65502	40401
78645	35417
78645	47407
78645	54099
78645	18186
78645	99775
78903	70836
78903	27481
85603	26386
85603	6934
85603	58656
39072	43811
39072	104493
95481	67117
49680	31718
65631	33873
9122	95428
9122	59911
70836	27481
12378	8254
35935	63422
35935	86151
35935	18823
73855	83049
73855	61612
73855	72636
30624	45675
40051	32461
40051	72681
63803	64589
63803	4811
63803	65322
63803	35288
63803	47361
63803	11760
63803	31763
6009	16646
6009	45210
41218	46570
55583	55837
55583	54338
55583	90149
9060	6051
9060	68267
78556	103804
78556	18771
78556	55606
91342	20150
73605	77714
43298	35736
34548	43383
5714	39618
68579	24663
51850	37762
104696	26576
11079	64566
84885	6452
84885	70364
84885	18445
84885	72610
84885	94068
90645	73791
90645	30173
90645	18555
96999	40578
96999	13187
96999	80564
38954	3259
38954	60057
103823	31413
